x	xend	y	yend	key	showSelected1	showSelected2	PANEL
43448.926	43448.932	9.90909	9.90909	43448926 43448932	-5	-Inf	1
43448.932	43448.937	9.90909	9.90909	43448932 43448937	-5	-Inf	1
43448.937	43448.94	10.4	10.4	43448937 43448940	-5	-Inf	1
43448.94	43448.942	10.4	10.4	43448940 43448942	-5	-Inf	1
43448.942	43448.946	13	13	43448942 43448946	-5	-Inf	1
43448.946	43448.957	11.5238	11.5238	43448946 43448957	-5	-Inf	1
43448.957	43448.967	11.5238	11.5238	43448957 43448967	-5	-Inf	1
43448.967	43448.988	8.75	8.75	43448967 43448988	-5	-Inf	1
43448.988	43448.995	8.75	8.75	43448988 43448995	-5	-Inf	1
43448.995	43449.015	6.65	6.65	43448995 43449015	-5	-Inf	1
43449.015	43449.025	7.33333	7.33333	43449015 43449025	-5	-Inf	1
43449.025	43449.03	7.33333	7.33333	43449025 43449030	-5	-Inf	1
43449.03	43449.031	10	10	43449030 43449031	-5	-Inf	1
43449.031	43449.038	9	9	43449031 43449038	-5	-Inf	1
43449.038	43449.039	10	10	43449038 43449039	-5	-Inf	1
43449.039	43449.056	8	8	43449039 43449056	-5	-Inf	1
43449.056	43449.065	8.22222	8.22222	43449056 43449065	-5	-Inf	1
43449.065	43449.111	7	7	43449065 43449111	-5	-Inf	1
43449.111	43449.118	9	9	43449111 43449118	-5	-Inf	1
43449.118	43449.121	6.33333	6.33333	43449118 43449121	-5	-Inf	1
43449.121	43449.122	7	7	43449121 43449122	-5	-Inf	1
43449.122	43449.129	5	5	43449122 43449129	-5	-Inf	1
43449.129	43449.147	6.61111	6.61111	43449129 43449147	-5	-Inf	1
43449.147	43449.162	5	5	43449147 43449162	-5	-Inf	1
43449.162	43449.163	7	7	43449162 43449163	-5	-Inf	1
43449.163	43449.177	6.28571	6.28571	43449163 43449177	-5	-Inf	1
43449.177	43449.181	10.6667	10.6667	43449177 43449181	-5	-Inf	1
43449.181	43449.183	10.6667	10.6667	43449181 43449183	-5	-Inf	1
43449.183	43449.198	13.6	13.6	43449183 43449198	-5	-Inf	1
43449.198	43449.208	12.8	12.8	43449198 43449208	-5	-Inf	1
43449.208	43449.213	18.8	18.8	43449208 43449213	-5	-Inf	1
43449.213	43449.218	18	18	43449213 43449218	-5	-Inf	1
43449.218	43449.223	19.5	19.5	43449218 43449223	-5	-Inf	1
43449.223	43449.228	19.5	19.5	43449223 43449228	-5	-Inf	1
43449.228	43449.232	21	21	43449228 43449232	-5	-Inf	1
43449.232	43449.238	19	19	43449232 43449238	-5	-Inf	1
43449.238	43449.25	19.6667	19.6667	43449238 43449250	-5	-Inf	1
43449.25	43449.279	15.9063	15.9063	43449250 43449279	-5	-Inf	1
43449.279	43449.282	15.9063	15.9063	43449279 43449282	-5	-Inf	1
43449.282	43449.284	12.3333	12.3333	43449282 43449284	-5	-Inf	1
43449.284	43449.288	12.3333	12.3333	43449284 43449288	-5	-Inf	1
43449.288	43449.294	10	10	43449288 43449294	-5	-Inf	1
43449.294	43449.296	11.1429	11.1429	43449294 43449296	-5	-Inf	1
43449.296	43449.297	11.1429	11.1429	43449296 43449297	-5	-Inf	1
43449.297	43449.301	11.1429	11.1429	43449297 43449301	-5	-Inf	1
43449.301	43449.307	9.5	9.5	43449301 43449307	-5	-Inf	1
43449.307	43449.313	9.5	9.5	43449307 43449313	-5	-Inf	1
43449.313	43449.319	8	8	43449313 43449319	-5	-Inf	1
43449.319	43449.332	9	9	43449319 43449332	-5	-Inf	1
43449.332	43449.333	8	8	43449332 43449333	-5	-Inf	1
43449.333	43449.338	9	9	43449333 43449338	-5	-Inf	1
43449.338	43449.345	7.71429	7.71429	43449338 43449345	-5	-Inf	1
43449.345	43449.347	8	8	43449345 43449347	-5	-Inf	1
43449.347	43449.348	7	7	43449347 43449348	-5	-Inf	1
43449.348	43449.361	7.30769	7.30769	43449348 43449361	-5	-Inf	1
43449.361	43449.367	6	6	43449361 43449367	-5	-Inf	1
43449.367	43449.392	7.07407	7.07407	43449367 43449392	-5	-Inf	1
43449.392	43449.394	7.07407	7.07407	43449392 43449394	-5	-Inf	1
43449.394	43449.399	9.28571	9.28571	43449394 43449399	-5	-Inf	1
43449.399	43449.401	9.28571	9.28571	43449399 43449401	-5	-Inf	1
43449.401	43449.402	11.75	11.75	43449401 43449402	-5	-Inf	1
43449.402	43449.405	11.75	11.75	43449402 43449405	-5	-Inf	1
43449.405	43449.419	13	13	43449405 43449419	-5	-Inf	1
43449.419	43449.421	11.5833	11.5833	43449419 43449421	-5	-Inf	1
43449.421	43449.426	11.5833	11.5833	43449421 43449426	-5	-Inf	1
43449.426	43449.431	11.5833	11.5833	43449426 43449431	-5	-Inf	1
43449.431	43449.458	13.0741	13.0741	43449431 43449458	-5	-Inf	1
43449.458	43449.466	12	12	43449458 43449466	-5	-Inf	1
43449.466	43449.47	13	13	43449466 43449470	-5	-Inf	1
43449.47	43449.474	10.5	10.5	43449470 43449474	-5	-Inf	1
43449.474	43449.481	11.1111	11.1111	43449474 43449481	-5	-Inf	1
43449.481	43449.482	11.1111	11.1111	43449481 43449482	-5	-Inf	1
43449.482	43449.492	11.1111	11.1111	43449482 43449492	-5	-Inf	1
43449.492	43449.499	10	10	43449492 43449499	-5	-Inf	1
43449.499	43449.5	11.6667	11.6667	43449499 43449500	-5	-Inf	1
43449.5	43449.502	11.6667	11.6667	43449500 43449502	-5	-Inf	1
43449.502	43449.503	13.6667	13.6667	43449502 43449503	-5	-Inf	1
43449.503	43449.505	13.6667	13.6667	43449503 43449505	-5	-Inf	1
43449.505	43449.508	17.4	17.4	43449505 43449508	-5	-Inf	1
43449.508	43449.51	17.4	17.4	43449508 43449510	-5	-Inf	1
43449.51	43449.514	21.2	21.2	43449510 43449514	-5	-Inf	1
43449.514	43449.515	21.2	21.2	43449514 43449515	-5	-Inf	1
43449.515	43449.519	25.5	25.5	43449515 43449519	-5	-Inf	1
43449.519	43449.521	24.5	24.5	43449519 43449521	-5	-Inf	1
43449.521	43449.523	26	26	43449521 43449523	-5	-Inf	1
43449.523	43449.524	24.2	24.2	43449523 43449524	-5	-Inf	1
43449.524	43449.528	24.2	24.2	43449524 43449528	-5	-Inf	1
43449.528	43449.537	23	23	43449528 43449537	-5	-Inf	1
43449.537	43449.538	24.3333	24.3333	43449537 43449538	-5	-Inf	1
43449.538	43449.539	24.3333	24.3333	43449538 43449539	-5	-Inf	1
43449.539	43449.54	24.3333	24.3333	43449539 43449540	-5	-Inf	1
43449.54	43449.552	23	23	43449540 43449552	-5	-Inf	1
43449.552	43449.553	24.875	24.875	43449552 43449553	-5	-Inf	1
43449.553	43449.56	24.875	24.875	43449553 43449560	-5	-Inf	1
43449.56	43449.565	26.4444	26.4444	43449560 43449565	-5	-Inf	1
43449.565	43449.569	26.4444	26.4444	43449565 43449569	-5	-Inf	1
43449.569	43449.575	28	28	43449569 43449575	-5	-Inf	1
43449.575	43449.577	26.125	26.125	43449575 43449577	-5	-Inf	1
43449.577	43449.591	26.125	26.125	43449577 43449591	-5	-Inf	1
43449.591	43449.593	21	21	43449591 43449593	-5	-Inf	1
43449.593	43449.594	22.8	22.8	43449593 43449594	-5	-Inf	1
43449.594	43449.598	22.8	22.8	43449594 43449598	-5	-Inf	1
43449.598	43449.599	24	24	43449598 43449599	-5	-Inf	1
43449.599	43449.606	23	23	43449599 43449606	-5	-Inf	1
43449.606	43449.607	25	25	43449606 43449607	-5	-Inf	1
43449.607	43449.609	21.8	21.8	43449607 43449609	-5	-Inf	1
43449.609	43449.612	21.8	21.8	43449609 43449612	-5	-Inf	1
43449.612	43449.626	19	19	43449612 43449626	-5	-Inf	1
43449.626	43449.63	20	20	43449626 43449630	-5	-Inf	1
43449.63	43449.632	18.5	18.5	43449630 43449632	-5	-Inf	1
43449.632	43449.634	18.5	18.5	43449632 43449634	-5	-Inf	1
43449.634	43449.637	15.3333	15.3333	43449634 43449637	-5	-Inf	1
43449.637	43449.639	16.5	16.5	43449637 43449639	-5	-Inf	1
43449.639	43449.64	15	15	43449639 43449640	-5	-Inf	1
43449.64	43449.641	16	16	43449640 43449641	-5	-Inf	1
43449.641	43449.642	15	15	43449641 43449642	-5	-Inf	1
43449.642	43449.645	16	16	43449642 43449645	-5	-Inf	1
43449.645	43449.658	14	14	43449645 43449658	-5	-Inf	1
43449.658	43449.664	16	16	43449658 43449664	-5	-Inf	1
43449.664	43449.678	13.6471	13.6471	43449664 43449678	-5	-Inf	1
43449.678	43449.681	13.6471	13.6471	43449678 43449681	-5	-Inf	1
43449.681	43449.684	12.375	12.375	43449681 43449684	-5	-Inf	1
43449.684	43449.689	12.375	12.375	43449684 43449689	-5	-Inf	1
43449.689	43449.69	9.4	9.4	43449689 43449690	-5	-Inf	1
43449.69	43449.694	9.4	9.4	43449690 43449694	-5	-Inf	1
43449.694	43449.722	8	8	43449694 43449722	-5	-Inf	1
43449.722	43449.75	8.03571	8.03571	43449722 43449750	-5	-Inf	1
43449.75	43449.753	6.5	6.5	43449750 43449753	-5	-Inf	1
43449.753	43449.758	6.5	6.5	43449753 43449758	-5	-Inf	1
43449.758	43449.781	3.21739	3.21739	43449758 43449781	-5	-Inf	1
43449.781	43449.806	5	5	43449781 43449806	-5	-Inf	1
43449.806	43449.811	4	4	43449806 43449811	-5	-Inf	1
43449.811	43449.833	5	5	43449811 43449833	-5	-Inf	1
43449.833	43449.834	4	4	43449833 43449834	-5	-Inf	1
43449.834	43449.838	5	5	43449834 43449838	-5	-Inf	1
43449.838	43449.864	2.34615	2.34615	43449838 43449864	-5	-Inf	1
43449.864	43449.876	3.08333	3.08333	43449864 43449876	-5	-Inf	1
43449.876	43449.905	3	3	43449876 43449905	-5	-Inf	1
43449.905	43449.937	5.8125	5.8125	43449905 43449937	-5	-Inf	1
43449.937	43449.981	4.84615	4.84615	43449937 43449981	-5	-Inf	1
43449.981	43449.989	4.84615	4.84615	43449981 43449989	-5	-Inf	1
43449.989	43450.016	2.17391	2.17391	43449989 43450016	-5	-Inf	1
43450.016	43450.035	2.17391	2.17391	43450016 43450035	-5	-Inf	1
43450.035	43450.14	0	0	43450035 43450140	-5	-Inf	1
43450.14	43450.264	1.17742	1.17742	43450140 43450264	-5	-Inf	1
43450.264	43450.278	1	1	43450264 43450278	-5	-Inf	1
43450.278	43450.366	2.97727	2.97727	43450278 43450366	-5	-Inf	1
43450.366	43450.403	1.94872	1.94872	43450366 43450403	-5	-Inf	1
43450.403	43450.405	1.94872	1.94872	43450403 43450405	-5	-Inf	1
43450.405	43450.516	0	0	43450405 43450516	-5	-Inf	1
43450.516	43450.556	2	2	43450516 43450556	-5	-Inf	1
43450.556	43450.926	0	0	43450556 43450926	-5	-Inf	1
43450.926	43450.955	1.63158	1.63158	43450926 43450955	-5	-Inf	1
43450.955	43451.051	1.63158	1.63158	43450955 43451051	-5	-Inf	1
43451.051	43451.078	1.63158	1.63158	43451051 43451078	-5	-Inf	1
43451.078	43451.168	0	0	43451078 43451168	-5	-Inf	1
43451.168	43451.185	2.41379	2.41379	43451168 43451185	-5	-Inf	1
43451.185	43451.197	2.41379	2.41379	43451185 43451197	-5	-Inf	1
43451.197	43451.279	4	4	43451197 43451279	-5	-Inf	1
43451.279	43451.289	2	2	43451279 43451289	-5	-Inf	1
43451.289	43451.295	4.5	4.5	43451289 43451295	-5	-Inf	1
43451.295	43451.301	4.5	4.5	43451295 43451301	-5	-Inf	1
43451.301	43451.309	6.875	6.875	43451301 43451309	-5	-Inf	1
43451.309	43451.322	5.2549	5.2549	43451309 43451322	-5	-Inf	1
43451.322	43451.36	5.2549	5.2549	43451322 43451360	-5	-Inf	1
43451.36	43451.37	1.40816	1.40816	43451360 43451370	-5	-Inf	1
43451.37	43451.409	1.40816	1.40816	43451370 43451409	-5	-Inf	1
43451.409	43451.488	0	0	43451409 43451488	-5	-Inf	1
43451.488	43451.566	2	2	43451488 43451566	-5	-Inf	1
43451.566	43451.768	0	0	43451566 43451768	-5	-Inf	1
43451.768	43451.863	2	2	43451768 43451863	-5	-Inf	1
43451.863	43451.898	0	0	43451863 43451898	-5	-Inf	1
43451.898	43452.023	1.176	1.176	43451898 43452023	-5	-Inf	1
43452.023	43452.048	1	1	43452023 43452048	-5	-Inf	1
43452.048	43452.082	3.53086	3.53086	43452048 43452082	-5	-Inf	1
43452.082	43452.125	3.53086	3.53086	43452082 43452125	-5	-Inf	1
43452.125	43452.129	3.53086	3.53086	43452125 43452129	-5	-Inf	1
43452.129	43452.13	1	1	43452129 43452130	-5	-Inf	1
43452.13	43452.134	2.91667	2.91667	43452130 43452134	-5	-Inf	1
43452.134	43452.178	2.91667	2.91667	43452134 43452178	-5	-Inf	1
43452.178	43452.206	4	4	43452178 43452206	-5	-Inf	1
43452.206	43452.234	3	3	43452206 43452234	-5	-Inf	1
43452.234	43452.259	3.8	3.8	43452234 43452259	-5	-Inf	1
43452.259	43452.286	2	2	43452259 43452286	-5	-Inf	1
43452.286	43452.3	3	3	43452286 43452300	-5	-Inf	1
43452.3	43452.348	2	2	43452300 43452348	-5	-Inf	1
43452.348	43452.359	3	3	43452348 43452359	-5	-Inf	1
43452.359	43452.379	2.6	2.6	43452359 43452379	-5	-Inf	1
43452.379	43452.41	4	4	43452379 43452410	-5	-Inf	1
43452.41	43452.413	3	3	43452410 43452413	-5	-Inf	1
43452.413	43452.431	5.45455	5.45455	43452413 43452431	-5	-Inf	1
43452.431	43452.446	5.45455	5.45455	43452431 43452446	-5	-Inf	1
43452.446	43452.473	7	7	43452446 43452473	-5	-Inf	1
43452.473	43452.482	6	6	43452473 43452482	-5	-Inf	1
43452.482	43452.504	6.40909	6.40909	43452482 43452504	-5	-Inf	1
43452.504	43452.514	5	5	43452504 43452514	-5	-Inf	1
43452.514	43452.526	6	6	43452514 43452526	-5	-Inf	1
43452.526	43452.535	4	4	43452526 43452535	-5	-Inf	1
43452.535	43452.571	4.58333	4.58333	43452535 43452571	-5	-Inf	1
43452.571	43452.604	3	3	43452571 43452604	-5	-Inf	1
43452.604	43452.639	3.05714	3.05714	43452604 43452639	-5	-Inf	1
43452.639	43452.66	1.83077	1.83077	43452639 43452660	-5	-Inf	1
43452.66	43452.671	1.83077	1.83077	43452660 43452671	-5	-Inf	1
43452.671	43452.704	1.83077	1.83077	43452671 43452704	-5	-Inf	1
43452.704	43452.722	3	3	43452704 43452722	-5	-Inf	1
43452.722	43452.776	2	2	43452722 43452776	-5	-Inf	1
43452.776	43452.795	3	3	43452776 43452795	-5	-Inf	1
43452.795	43452.829	1.32075	1.32075	43452795 43452829	-5	-Inf	1
43452.829	43452.901	1.32075	1.32075	43452829 43452901	-5	-Inf	1
43452.901	43452.993	0	0	43452901 43452993	-5	-Inf	1
43452.993	43453.023	1.65909	1.65909	43452993 43453023	-5	-Inf	1
43453.023	43453.081	1.65909	1.65909	43453023 43453081	-5	-Inf	1
43453.081	43453.084	3.5	3.5	43453081 43453084	-5	-Inf	1
43453.084	43453.087	3.5	3.5	43453084 43453087	-5	-Inf	1
43453.087	43453.117	5	5	43453087 43453117	-5	-Inf	1
43453.117	43453.147	3.94595	3.94595	43453117 43453147	-5	-Inf	1
43453.147	43453.149	3.94595	3.94595	43453147 43453149	-5	-Inf	1
43453.149	43453.154	3.94595	3.94595	43453149 43453154	-5	-Inf	1
43453.154	43453.194	6	6	43453154 43453194	-5	-Inf	1
43453.194	43453.197	4	4	43453194 43453197	-5	-Inf	1
43453.197	43453.205	5	5	43453197 43453205	-5	-Inf	1
43453.205	43453.209	3.57143	3.57143	43453205 43453209	-5	-Inf	1
43453.209	43453.212	3.57143	3.57143	43453209 43453212	-5	-Inf	1
43453.212	43453.227	2	2	43453212 43453227	-5	-Inf	1
43453.227	43453.236	3.25	3.25	43453227 43453236	-5	-Inf	1
43453.236	43453.239	3.25	3.25	43453236 43453239	-5	-Inf	1
43453.239	43453.273	5	5	43453239 43453273	-5	-Inf	1
43453.273	43453.322	3.62821	3.62821	43453273 43453322	-5	-Inf	1
43453.322	43453.351	3.62821	3.62821	43453322 43453351	-5	-Inf	1
43453.351	43453.361	1.76923	1.76923	43453351 43453361	-5	-Inf	1
43453.361	43453.364	1.76923	1.76923	43453361 43453364	-5	-Inf	1
43453.364	43453.372	0	0	43453364 43453372	-5	-Inf	1
43453.372	43453.41	1.11628	1.11628	43453372 43453410	-5	-Inf	1
43453.41	43453.415	1.11628	1.11628	43453410 43453415	-5	-Inf	1
43453.415	43453.439	4.66197	4.66197	43453415 43453439	-5	-Inf	1
43453.439	43453.486	4.66197	4.66197	43453439 43453486	-5	-Inf	1
43453.486	43453.496	6	6	43453486 43453496	-5	-Inf	1
43453.496	43453.509	5	5	43453496 43453509	-5	-Inf	1
43453.509	43453.525	7.0625	7.0625	43453509 43453525	-5	-Inf	1
43453.525	43453.535	5.26316	5.26316	43453525 43453535	-5	-Inf	1
43453.535	43453.563	5.26316	5.26316	43453535 43453563	-5	-Inf	1
43453.563	43453.591	3.78723	3.78723	43453563 43453591	-5	-Inf	1
43453.591	43453.61	3.78723	3.78723	43453591 43453610	-5	-Inf	1
43453.61	43453.649	1.40206	1.40206	43453610 43453649	-5	-Inf	1
43453.649	43453.707	1.40206	1.40206	43453649 43453707	-5	-Inf	1
43453.707	43453.754	0	0	43453707 43453754	-5	-Inf	1
43453.754	43453.822	1.29534	1.29534	43453754 43453822	-5	-Inf	1
43453.822	43453.879	1.29534	1.29534	43453822 43453879	-5	-Inf	1
43453.879	43453.947	1.29534	1.29534	43453879 43453947	-5	-Inf	1
43453.947	43453.979	0	0	43453947 43453979	-5	-Inf	1
43453.979	43453.99	3.6875	3.6875	43453979 43453990	-5	-Inf	1
43453.99	43454.023	3.6875	3.6875	43453990 43454023	-5	-Inf	1
43454.023	43454.075	3.6875	3.6875	43454023 43454075	-5	-Inf	1
43454.075	43454.076	1.01493	1.01493	43454075 43454076	-5	-Inf	1
43454.076	43454.142	1.01493	1.01493	43454076 43454142	-5	-Inf	1
43454.142	43454.171	0	0	43454142 43454171	-5	-Inf	1
43454.171	43454.223	2.2973	2.2973	43454171 43454223	-5	-Inf	1
43454.223	43454.245	2.2973	2.2973	43454223 43454245	-5	-Inf	1
43454.245	43454.281	4.16279	4.16279	43454245 43454281	-5	-Inf	1
43454.281	43454.288	4.16279	4.16279	43454281 43454288	-5	-Inf	1
43454.288	43454.296	5.875	5.875	43454288 43454296	-5	-Inf	1
43454.296	43454.348	3.8125	3.8125	43454296 43454348	-5	-Inf	1
43454.348	43454.36	3.8125	3.8125	43454348 43454360	-5	-Inf	1
43454.36	43454.405	1.84906	1.84906	43454360 43454405	-5	-Inf	1
43454.405	43454.413	1.84906	1.84906	43454405 43454413	-5	-Inf	1
43454.413	43454.571	0	0	43454413 43454571	-5	-Inf	1
43454.571	43454.648	1.31858	1.31858	43454571 43454648	-5	-Inf	1
43454.648	43454.684	1.31858	1.31858	43454648 43454684	-5	-Inf	1
43454.684	43454.696	4	4	43454684 43454696	-5	-Inf	1
43454.696	43454.706	4	4	43454696 43454706	-5	-Inf	1
43454.706	43454.731	5.16	5.16	43454706 43454731	-5	-Inf	1
43454.731	43454.776	3.86667	3.86667	43454731 43454776	-5	-Inf	1
43454.776	43454.809	4	4	43454776 43454809	-5	-Inf	1
43454.809	43454.832	2.95652	2.95652	43454809 43454832	-5	-Inf	1
43454.832	43454.834	4.29508	4.29508	43454832 43454834	-5	-Inf	1
43454.834	43454.852	4.29508	4.29508	43454834 43454852	-5	-Inf	1
43454.852	43454.893	4.29508	4.29508	43454852 43454893	-5	-Inf	1
43454.893	43454.927	1.20588	1.20588	43454893 43454927	-5	-Inf	1
43454.927	43454.958	2	2	43454927 43454958	-5	-Inf	1
43454.958	43454.985	1	1	43454958 43454985	-5	-Inf	1
43454.985	43454.987	3.96491	3.96491	43454985 43454987	-5	-Inf	1
43454.987	43455.042	3.96491	3.96491	43454987 43455042	-5	-Inf	1
43455.042	43455.061	4.36842	4.36842	43455042 43455061	-5	-Inf	1
43455.061	43455.08	2.89474	2.89474	43455061 43455080	-5	-Inf	1
43455.08	43455.11	4.4	4.4	43455080 43455110	-5	-Inf	1
43455.11	43455.111	4	4	43455110 43455111	-5	-Inf	1
43455.111	43455.124	5.51852	5.51852	43455111 43455124	-5	-Inf	1
43455.124	43455.138	5.51852	5.51852	43455124 43455138	-5	-Inf	1
43455.138	43455.144	8.625	8.625	43455138 43455144	-5	-Inf	1
43455.144	43455.154	8.625	8.625	43455144 43455154	-5	-Inf	1
43455.154	43455.188	9.38235	9.38235	43455154 43455188	-5	-Inf	1
43455.188	43455.227	7.89744	7.89744	43455188 43455227	-5	-Inf	1
43455.227	43455.235	8	8	43455227 43455235	-5	-Inf	1
43455.235	43455.249	7	7	43455235 43455249	-5	-Inf	1
43455.249	43455.262	8.38462	8.38462	43455249 43455262	-5	-Inf	1
43455.262	43455.265	7	7	43455262 43455265	-5	-Inf	1
43455.265	43455.268	8.07143	8.07143	43455265 43455268	-5	-Inf	1
43455.268	43455.269	8.07143	8.07143	43455268 43455269	-5	-Inf	1
43455.269	43455.279	8.07143	8.07143	43455269 43455279	-5	-Inf	1
43455.279	43455.291	7.41667	7.41667	43455279 43455291	-5	-Inf	1
43455.291	43455.292	9.83333	9.83333	43455291 43455292	-5	-Inf	1
43455.292	43455.297	9.83333	9.83333	43455292 43455297	-5	-Inf	1
43455.297	43455.309	12.5882	12.5882	43455297 43455309	-5	-Inf	1
43455.309	43455.314	12.5882	12.5882	43455309 43455314	-5	-Inf	1
43455.314	43455.323	18	18	43455314 43455323	-5	-Inf	1
43455.323	43455.327	16	16	43455323 43455327	-5	-Inf	1
43455.327	43455.328	17.9412	17.9412	43455327 43455328	-5	-Inf	1
43455.328	43455.344	17.9412	17.9412	43455328 43455344	-5	-Inf	1
43455.344	43455.349	20	20	43455344 43455349	-5	-Inf	1
43455.349	43455.35	18	18	43455349 43455350	-5	-Inf	1
43455.35	43455.351	18	18	43455350 43455351	-5	-Inf	1
43455.351	43455.359	15	15	43455351 43455359	-5	-Inf	1
43455.359	43455.377	17	17	43455359 43455377	-5	-Inf	1
43455.377	43455.39	15.9286	15.9286	43455377 43455390	-5	-Inf	1
43455.39	43455.391	15.9286	15.9286	43455390 43455391	-5	-Inf	1
43455.391	43455.405	14	14	43455391 43455405	-5	-Inf	1
43455.405	43455.407	15	15	43455405 43455407	-5	-Inf	1
43455.407	43455.409	10.6667	10.6667	43455407 43455409	-5	-Inf	1
43455.409	43455.41	10.6667	10.6667	43455409 43455410	-5	-Inf	1
43455.41	43455.415	7.34483	7.34483	43455410 43455415	-5	-Inf	1
43455.415	43455.439	7.34483	7.34483	43455415 43455439	-5	-Inf	1
43455.439	43455.45	4.75	4.75	43455439 43455450	-5	-Inf	1
43455.45	43455.451	4.75	4.75	43455450 43455451	-5	-Inf	1
43455.451	43455.56	0	0	43455451 43455560	-5	-Inf	1
43455.56	43455.685	1.288	1.288	43455560 43455685	-5	-Inf	1
43455.685	43455.728	1	1	43455685 43455728	-5	-Inf	1
43455.728	43455.732	2.84	2.84	43455728 43455732	-5	-Inf	1
43455.732	43455.753	2.84	2.84	43455732 43455753	-5	-Inf	1
43455.753	43455.773	4	4	43455753 43455773	-5	-Inf	1
43455.773	43455.821	3.10417	3.10417	43455773 43455821	-5	-Inf	1
43455.821	43455.845	6	6	43455821 43455845	-5	-Inf	1
43455.845	43455.855	4.38462	4.38462	43455845 43455855	-5	-Inf	1
43455.855	43455.871	4.38462	4.38462	43455855 43455871	-5	-Inf	1
43455.871	43455.917	1.13043	1.13043	43455871 43455917	-5	-Inf	1
43455.917	43455.941	2	2	43455917 43455941	-5	-Inf	1
43455.941	43455.995	1	1	43455941 43455995	-5	-Inf	1
43455.995	43456.042	2	2	43455995 43456042	-5	-Inf	1
43456.042	43456.058	1	1	43456042 43456058	-5	-Inf	1
43456.058	43456.059	2.68852	2.68852	43456058 43456059	-5	-Inf	1
43456.059	43456.11	2.68852	2.68852	43456059 43456110	-5	-Inf	1
43456.11	43456.119	2.68852	2.68852	43456110 43456119	-5	-Inf	1
43456.119	43456.381	0	0	43456119 43456381	-5	-Inf	1
43456.381	43456.383	2.33333	2.33333	43456381 43456383	-5	-Inf	1
43456.383	43456.384	2.33333	2.33333	43456383 43456384	-5	-Inf	1
43456.384	43456.399	5.74138	5.74138	43456384 43456399	-5	-Inf	1
43456.399	43456.442	5.74138	5.74138	43456399 43456442	-5	-Inf	1
